month,trends_avila_adobe,trends_olvera_street,trends_el_pueblo_los_angeles,trends_los_angeles_museums,trends_things_to_do_in_la,trends_things_to_do_in_los_angeles,trends_things_to_do_in_downtown_la,trends_things_to_do_in_los_angeles_in_winter,trends_things_to_do_in_la_in_december,trends_things_to_do_in_la_in_january,trends_things_to_do_in_la_in_february,trends_indoor_things_to_do_in_los_angeles,trends_things_to_do_in_la_for_a_couple_hours,trends_things_to_do_in_la_for_2_hours,trends_things_to_do_near_union_station_los_angeles,trends_historic_sites_california,trends_historical_sites_los_angeles,trends_los_angeles_attractions,trends_historic_attractions_los_angeles,trends_los_angeles_history,trends_cultural_heritage_los_angeles,trends_heritage_tourism_los_angeles,trends_historic_district_los_angeles,trends_mexican_heritage_los_angeles,trends_family_activities_los_angeles,trends_kid_friendly_museums_los_angeles,trends_family_things_to_do_in_downtown_la,trends_free_museums_los_angeles,trends_things_to_do_in_la_when_it_rains,trends_rainy_day_activities_los_angeles,trends_getty_museum,trends_la_brea_tar_pits,trends_griffith_observatory,trends_oldest_house_in_los_angeles,trends_oldest_house_los_angeles,trends_oldest_home_in_los_angeles,trends_historic_house_los_angeles,trends_oldest_building_in_los_angeles,trends_life_in_the_1840s,trends_living_history_museum,trends_historic_house_museum,trends_interactive_museums_los_angeles,trends_cultural_experiences_los_angeles
2018-10,0.0,96.0,62.0,42.0,53.0,48.0,57.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,56.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,15.0,0.0,0.0,43.0,37.0,49.0,0.0,0.0,0.0,0.0,84.0,0.0,41.0,0.0,0.0,0.0
2018-11,0.0,77.0,43.0,47.0,62.0,52.0,53.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,57.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,22.0,0.0,0.0,46.0,40.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12,66.0,67.0,50.0,64.0,68.0,69.0,80.0,82.0,61.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,59.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,32.0,0.0,0.0,55.0,48.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01,0.0,49.0,58.0,81.0,70.0,60.0,68.0,0.0,0.0,99.0,77.0,99.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,69.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,56.0,89.0,66.0,56.0,50.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02,0.0,49.0,42.0,85.0,61.0,54.0,60.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,71.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,80.0,84.0,100.0,47.0,52.0,49.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03,0.0,67.0,65.0,63.0,69.0,62.0,74.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,64.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,29.0,75.0,0.0,52.0,54.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0
2019-04,0.0,71.0,75.0,59.0,64.0,59.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,69.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,31.0,0.0,0.0,51.0,58.0,55.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,63.0,0.0,0.0
2019-05,79.0,81.0,60.0,60.0,71.0,60.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,63.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,34.0,38.0,0.0,51.0,52.0,56.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06,0.0,66.0,47.0,71.0,82.0,71.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,62.0,0.0,0.0,46.0,0.0,66.0,0.0,0.0,42.0,0.0,0.0,55.0,91.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
2019-07,52.0,65.0,89.0,70.0,87.0,77.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,70.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,37.0,0.0,0.0,59.0,100.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08,0.0,64.0,89.0,56.0,76.0,70.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,57.0,71.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09,0.0,64.0,63.0,47.0,57.0,53.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,59.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,31.0,0.0,0.0,42.0,50.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10,0.0,84.0,60.0,39.0,53.0,51.0,57.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,59.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,21.0,0.0,0.0,74.0,42.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11,0.0,82.0,46.0,47.0,58.0,57.0,73.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,51.0,44.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2019-12,0.0,62.0,47.0,62.0,60.0,64.0,74.0,100.0,56.0,37.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,54.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,27.0,0.0,0.0,54.0,46.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01,0.0,46.0,30.0,66.0,59.0,55.0,70.0,0.0,0.0,81.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,59.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,53.0,49.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02,0.0,51.0,61.0,58.0,56.0,52.0,71.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,46.0,45.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0
2020-03,0.0,23.0,25.0,27.0,27.0,24.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,56.0,0.0,24.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04,0.0,13.0,18.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,31.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05,0.0,25.0,0.0,10.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,11.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06,0.0,26.0,0.0,29.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07,0.0,26.0,0.0,17.0,18.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08,0.0,20.0,22.0,21.0,24.0,23.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09,55.0,33.0,46.0,23.0,23.0,27.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,19.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10,0.0,37.0,0.0,27.0,26.0,34.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11,0.0,32.0,0.0,19.0,19.0,20.0,23.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12,0.0,22.0,0.0,11.0,12.0,15.0,10.0,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01,0.0,19.0,0.0,18.0,16.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,26.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02,0.0,26.0,0.0,36.0,22.0,27.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03,0.0,33.0,0.0,57.0,31.0,38.0,21.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,18.0,24.0,21.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0
2021-04,0.0,44.0,47.0,59.0,33.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,47.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,10.0,0.0,0.0,25.0,41.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05,0.0,49.0,26.0,61.0,38.0,47.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,48.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,17.0,0.0,0.0,33.0,46.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06,0.0,46.0,31.0,72.0,42.0,54.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,54.0,49.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07,,,33.0,,,,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2021-08,,,30.0,,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,100.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2021-09,,,38.0,,,,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,100.0,0.0,,,,,,0.0,0.0
2021-10,,,0.0,,,,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2021-11,,,38.0,,,,37.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2021-12,,,42.0,,,,32.0,41.0,37.0,35.0,0.0,78.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2022-01,,,0.0,,,,36.0,0.0,0.0,38.0,62.0,0.0,0.0,0.0,100.0,,0.0,,0.0,,0.0,0.0,73.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2022-02,,,28.0,,,,41.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2022-03,,,29.0,,,,49.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2022-04,,,37.0,,,,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,,0.0,,0.0,,0.0,0.0,0.0,66.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2022-05,,,53.0,,,,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2022-06,,,40.0,,,,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2022-07,,,50.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2022-08,,,55.0,,,,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2022-09,,,52.0,,,,35.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,71.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2022-10,,,43.0,,,,36.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2022-11,,,23.0,,,,32.0,39.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2022-12,,,28.0,,,,46.0,61.0,37.0,34.0,0.0,48.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2023-01,,,22.0,,,,31.0,0.0,0.0,44.0,80.0,92.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2023-02,,,0.0,,,,35.0,0.0,0.0,0.0,58.0,88.0,0.0,100.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2023-03,,,46.0,,,,38.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,51.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2023-04,,,38.0,,,,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2023-05,,,48.0,,,,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,59.0,0.0,,,,,,0.0,0.0
2023-06,,,40.0,,,,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,50.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2023-07,,,50.0,,,,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2023-08,,,84.0,,,,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2023-09,,,43.0,,,,31.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,70.0,,0.0,,0.0,,0.0,100.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2023-10,,,64.0,,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2023-11,,,35.0,,,,41.0,34.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2023-12,,,0.0,,,,38.0,41.0,33.0,47.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2024-01,,,28.0,,,,29.0,0.0,0.0,43.0,44.0,66.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2024-02,,,0.0,,,,30.0,0.0,0.0,0.0,67.0,83.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,68.0,0.0,,,,,,0.0,0.0
2024-03,,,34.0,,,,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,85.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2024-04,,,49.0,,,,34.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,80.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2024-05,,,28.0,,,,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2024-06,,,0.0,,,,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2024-07,,,47.0,,,,32.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2024-08,,,38.0,,,,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,94.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2024-09,,,100.0,,,,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2024-10,,,60.0,,,,23.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2024-11,,,39.0,,,,22.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2024-12,,,43.0,,,,30.0,46.0,39.0,30.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2025-01,,,0.0,,,,21.0,0.0,9.0,41.0,55.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2025-02,,,0.0,,,,16.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2025-03,,,27.0,,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2025-04,,,28.0,,,,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2025-05,,,25.0,,,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2025-06,,,42.0,,,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2025-07,,,24.0,,,,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2025-08,,,31.0,,,,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2025-09,,,73.0,,,,21.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2025-10,,,48.0,,,,17.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,50.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2025-11,,,32.0,,,,22.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,100.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
2025-12,,,29.0,,,,23.0,55.0,100.0,53.0,33.0,57.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,45.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.0,0.0
